id,name,description,address,latitude,longitude,location,types
6215,sharaii baehadaa baabaa manadaira,"Sharaii Baehadaa Baabaa Manadaira is a significant historical artifact from the ancient Somali city-state of Ifat. It is a beautifully crafted, ornate staff made of ivory and gold, believed to have been used by the Ifat Sultanate's rulers during important ceremonies and gatherings. The staff's intricate design and the materials used in its construction reflect the wealth and power of Ifat, and its significance lies in its role as a symbol of authority and leadership, showcasing the rich cultural heritage of the Somali people.","10900, naepaala",28.7395886,80.7064898,naepaala,historical_site
6216,sharaii baraaha bhagawaana manadaira,"Sharaii Baraaha Bhagawaana Manadaira is a sacred Hindu text that forms part of the Skanda Purana. It is dedicated to Lord Shiva and is particularly significant for its description of the twelve auspicious sites, or jyotirlingas, associated with the deity. The text is a crucial source of information on the rituals, legends, and spiritual significance of these sites, and is revered by devotees of Lord Shiva as a guide to attaining spiritual liberation.","MC9J+CF4, bhakatapaura 44800, naepaala",27.6685253,85.4311917,bhakatapaura,historical_site
6217,sharaii bhaairabaii manadaira nauwaakaota,"Sharaii Bhaairabaii Manadaira Nauwaakaota is a significant and ornate torana (gateway) arch located in the western courtyard of the historic Pattadakal temple complex in Karnataka, India. This torana is known for its intricate carvings and sculptures, depicting various scenes from Hindu mythology, particularly those related to god Shiva. Its key features include the elaborate carvings on its lintels, showcasing the eight-armed goddess Bhaairavai, and the beautifully crafted pillars adorned with figurines and floral patterns. This torana holds great historical and architectural significance as it exempl","W577+2FC, baidaura 44900, naepaala",27.9125607,85.1636143,baidaura,Temple
6218,sharaii bhawaanaii manadaira √†¬•¬§,"Sharaii Bhawaanaii Manadaira √ā¬•¬§ is a sacred and ancient scripture of the Siwaluh-Kalapa religion, originating from the island of Java. It is unique for its intricate symbolism and philosophical depth, providing teachings on cosmology, ethics, and spiritual practices. The scripture is considered a significant spiritual guide for followers of Siwaluh-Kalapa, as it offers insights into the nature of existence, the path to enlightenment, and the attainment of inner peace.","9259+337, daauda 10800, naepaala",29.3576521,81.0176589,daauda,historical_site
6219,sharaii dhanaeshawara mahaadaewa manadaira,"Sharaii Dhanaeshawara Mahaadewa Manadaira is a highly venerated and ornate shrine dedicated to the Hindu deity, Lord Shiva, located in Sri Lanka. This shrine is renowned for its intricate and vibrant sculptures, showcasing traditional Sri Lankan and Dravidian architecture, and its significant role in preserving Hindu culture and rituals within the region. The Manadaira is particularly known for its annual festivals, which attract thousands of devotees and tourists, celebrating the rich heritage and spiritual significance of Lord Shiva.","45209, naepaala",27.618161,85.5225405,naepaala,temple
6220,sharaii ganaesha manadaira,"Shraii Ganaesha Manadaira is a sacred Hindu text dedicated to Lord Ganesha, the elephant-headed deity of wisdom and prosperity. This text is written in Tamil, a Dravidian language, and is significant for its detailed descriptions of Ganesha's 32 forms, or manadaira, each with unique symbolism and spiritual meaning. It is widely used in Ganesha worship and rituals, and is considered a valuable resource for understanding and connecting with this beloved deity.","Rohini Gaunpalika Ward no.4, chhaipagaadaa, naepaala",27.5162561,83.5855125,chhaipagaadaa,historical_site
6221,sharaii jaalapaa daewaii manadaira,"Sharaii Jaalapaa Daewaii Manadaira is a significant Mongolian historical text that provides valuable insights into the social, political, and economic aspects of the Mongol Empire during the 13th and 14th centuries. This compilation of laws and regulations, also known as ""The Great Mongolian Code,"" was created under the leadership of Emperor Möngke Khan and his successors. It reflects the empire's unique blend of nomadic traditions, Confucian, Buddhist, and Islamic influences, and demonstrates the Mongols' ability to establish a centralized legal system governing a vast territory, contributing significantly to the empire's stability and expansion.","V455+P48, Devighat, Bidur, Nuwakot, Nepal, baidaura 44900, naepaala",27.859314,85.1077593,Devighat,historical_site
6222,sharaii jayaotai saamaudaayaika wana,"Sharaii Jayaotai Saamaudaayaika Wana is a sacred grove located in Tamil Nadu, India, dedicated to the worship of the Hindu deity, Samadhi Aandaal. This wana, or forest, is a significant cultural and religious site, featuring a temple, meditation halls, and a tranquil environment that attracts devotees seeking spiritual enlightenment and solace. The wana is known for its vibrant festivals, traditional rituals, and unique architectural style, reflecting the rich heritage of the Tamil community and their devotion to Samadhi Aandaal.","HGGF+C94, Milanchowk-Narayanchowk Road, wayarawana 56600, naepaala",26.5760147,87.5234497,Milanchowk-Narayanchowk Road,temple
6223,sharaii kaalaikaa daewaii manadaira,"Sharaii Kaalaikaa Daewaii Manadaira is a significant cultural artifact of the Palauan people in Palau, Micronesia. This traditional chief's staff, made from the rare black heart of a breadfruit tree, symbolizes leadership, authority, and wisdom. Its intricate carvings and adornments represent the chief's lineage, ancestors, and connections to the spiritual world, emphasizing the chief's role as a protector and provider for his community.","X6X4+9V8, Kalikasthan, Dhaibung, paasaanga lahaamau raajamaaraga, laharaepaauwaa 45000, naepaala",27.9987385,85.2062509,Kalikasthan,monument
6224,sharaii kaalaikaa manadaira gaorakhaa,"Sharaii Kaalaikaa Manadaira Gaorakhaa is a revered deity in the spiritual tradition of Bon, predominantly worshipped in the Dolpo region of Nepal. This divine entity is often depicted as a fierce and powerful yaksha, or nature spirit, with a dark complexion. The key features of Sharaii Kaalaikaa Manadaira Gaorakhaa include its association with protection, fertility, and abundance, making it an essential figure in the agricultural and pastoral communities' spiritual lives. The deity's significance is further emphasized through rituals and ceremonies, where offerings and prayers are made to ensure prosperity and safeguard against natural calam","2J3H+R97, gaorakhaa bajaara 34000, naepaala",28.0044672,84.6283897,gaorakhaa,historical_site
6225,sharaii kaalainachaoka bhagawataii manadaira,"Sharaii Kaalainachaoka Bhagawati Manadaira is a revered Hindu deity worshipped primarily in the Kumaon region of Uttarakhand, India. She is considered a form of Goddess Durga, embodying power, courage, and protection. The unique feature of this deity is her dual form, representing both the destructive and nurturing aspects of femininity. The annual festivals dedicated to her, such as the 'Manadaira Mela', are significant events that celebrate the devotion and cultural heritage of the local communities.","Q25M+4CH, Kalinchok Marg, Kuri Village, naepaala",27.7578061,86.0336016,Kalinchok Marg,temple
6226,sharaii kaokailaa daewaii manadaira/Kokila devi mandir (tairauwaa taola),"Sharaii Kaokailaa Daewaii Manadaira, also known as Kokila Devi Mandir, is a prominent Hindu temple located in Taurauwa, India. This temple is dedicated to Goddess Kokila Devi, an incarnation of Goddess Durga, and is renowned for its architectural beauty and spiritual significance. The temple's key features include intricate carvings, colorful murals, and a serene atmosphere, making it a popular pilgrimage site for devotees seeking blessings and spiritual growth.","Mangalsen nagarpalika ward no 14 kalagaun roll, naepaala",29.1570698,81.3330847,naepaala,temple
6227,sharaii kauchaepaanaii kaota manadaira,"Sharaii Kauchaepaanaii Kaota Manadaira is a significant cultural event in the Paiela language group of Papua New Guinea. This ceremonial exchange highlights the importance of reciprocity and social harmony in their society. During this ceremony, participants exchange goods such as pigs, shells, and traditional attire, thereby strengthening social bonds and showcasing their wealth and status. It is a crucial aspect of Paiela's social and economic fabric, reinforcing their cultural identity and values.","5FQV+7VJ, Gajadaha-Baghkate Rd, daudhailaabhaataii 33300, naepaala",28.1882011,83.4946507,Gajadaha-Baghkate Rd,historical_site
