id,name,description,Description_Length
4677,bajhaanga chaiina saiimaanaa,"bajhaanga chaiina saiimaanaa is a well-known location, located at 27R7+QM, kaanadaa 10500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
4692,baodaewarasaaiià¤,"baodaewarasaaiià¤ is a well-known location, located at baodaewarasaaiià¤ 56400, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
4981,dauragaathalaii,"dauragaathalaii is a well-known location, located at dauragaathalaii, 10500, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
3620,Sano pull skate park,"Sano pull skate park is a well-known location, located at P7WX+PJ6, taarakaeshawara 44600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
6241,sharaii raama manadaira,"sharaii raama manadaira is a well-known location, located at 1, ghaoraahaii 00035, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
4120,THAPA GAUN BYAGUTE,"THAPA GAUN BYAGUTE is a well-known location, located at X42R+3PX, baidaura 44900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
3666,Satyawati Temple,"Satyawati Temple is a well-known location, located at 2G38+83, thaulao laumapaeka 32600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
5797,paipalaakaoe daaà¤daa,"paipalaakaoe daaà¤daa is a well-known location, located at 64HJ+8P8, haawaangadaii 32600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",180
4824,chaeradaunga haila jairaii,"chaeradaunga haila jairaii is a well-known location, located at M7H3+QW5, jairaii 45500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
4536,aamapaanaii khaolaa,"aamapaanaii khaolaa is a well-known location, located at M672+CGP, lamakaii chauhaa 10900, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
6039,saidadhabaabaa manadaira,"saidadhabaabaa manadaira is a well-known location, located at bhaiimadatata 10400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
1875,Jorchhaga jharana,"Jorchhaga jharana is a well-known location, located at CH5J+VC, gaokaulae 45200, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
1891,Jumla Taal,"Jumla Taal is a well-known location, located at CF84+MC, paataraasaii 21200, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
5620,manathalaii basa paaraka,"manathalaii basa paaraka is a well-known location, located at 93Q6+FVX, manathalaii 45400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
3648,Sarkegad Rural Municipality,"Sarkegad Rural Municipality is a well-known location, located at QXH2+RG5, saayaa 21000, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",180
3586,Samari Pauwa,"Samari Pauwa is a well-known location, located at W2XX+28X, samaaraii 44900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
5512,maachhaapauchachharae,"maachhaapauchachharae is a well-known location, located at maachhaapauchachharae, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
4040,Sunakothi Aquarium Shop,"Sunakothi Aquarium Shop is a well-known location, located at Near, lalaitapaura 44700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",180
3794,Shivapuri peak,"Shivapuri peak is a well-known location, located at R96R+PCG, gaokaranaeshawara 44900, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",180
1878,Joshipur 2 Lovely park,"Joshipur 2 Lovely park is a well-known location, located at H2J3+65Q, jaoshaiipaura 10900, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
6085,santy animal farm,"santy animal farm is a well-known location, located at Galchhi-3,chhatintar,dhading, 45100, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors.",180
5225,jaaulaipaokharaii,"jaaulaipaokharaii is a well-known location, located at 6RRG+9J8, sairapaa 22100, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
1012,Deuti art,"Deuti art is a well-known location, located at HJW8+XWV, waiiraenadaranagara 21700, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",180
6064,sairaanyachaoka gaauà¤paalaikaa,"sairaanyachaoka gaauà¤paalaikaa is a well-known location, located at 3JP2+7WV, gaorakhaa, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
3606,Sani Mandir,"Sani Mandir is a well-known location, located at Shani mandir, 7, raajawairaaja 56400, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",180
4292,Tiger taal (tiger lake ),"Tiger taal (tiger lake ) is a well-known location, located at MFJ8+P2, bharatapaura 44200, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",180
2956,Noori Jama Masjid Birta-4,"Noori Jama Masjid Birta-4 is a well-known location, located at VVQP+WR3, bhagaaha 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
6369,thaakaurabaabaa,"thaakaurabaabaa is a well-known location, located at thaakaurabaabaa, 21800, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
5246,jamaunaii nahara,"jamaunaii nahara is a well-known location, located at X4RM+7Q9, khaopawaa 44400, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
4337,Trek Bikes Nepal,"Trek Bikes Nepal is a well-known location, located at Panipokhari, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",180
4190,Temporary Tilagufa municipality,"Temporary Tilagufa municipality is a well-known location, located at jaubaithaa 21300, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",180
4884,chhathi mai mandir,"chhathi mai mandir is a well-known location, located at R5RV+6W5, sairaahaa 56500, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
4494,Yadav's mango's garden,"Yadav's mango's garden is a well-known location, located at HP3X+VHM, raajawairaaja 56400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
6014,"saetaii-karanaalaii daobhaana,baenaighaata","saetaii-karanaalaii daobhaana,baenaighaata is a well-known location, located at Bogtan RM, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
4563,ananapauurana aadhaara shaiwaira,"ananapauurana aadhaara shaiwaira is a well-known location, located at ghaanadarauka 33700, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",180
4838,chakaraghatataa,"chakaraghatataa is a well-known location, located at chakaraghatataa, 45800, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
4830,chailamchawa,"chailamchawa is a well-known location, located at M7GH+Q5F, kaiirataipaura 44618, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",180
2720,My Beautiful Garden House,"My Beautiful Garden House is a well-known location, located at HF5J+GJM, inarawaa 56500, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",180
5070,gaodaawaraii maarabala daaà¤daa,"gaodaawaraii maarabala daaà¤daa is a well-known location, located at 44709, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
5447,khapatada taala,"khapatada taala is a well-known location, located at khapatada taala, 10500, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
3554,Sailung shaailaunga dolakha,"Sailung shaailaunga dolakha is a well-known location, located at HX7G+CP, dadhauwaa 45500, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
5065,ganayaapadhauraa gaauà¤palaikaa,"ganayaapadhauraa gaauà¤palaikaa is a well-known location, located at 10300, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
4704,baradagaoraiyaa,"baradagaoraiyaa is a well-known location, located at baradagaoraiyaa, 10900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",180
1804,Jarna kamitar,"Jarna kamitar is a well-known location, located at 27PF+PH3, daudhaaulaii 45900, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",180
4728,baudadha parataimaa,"baudadha parataimaa is a well-known location, located at PC2F+39X, bharatapaura 44200, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",180
4701,baraahathaana chaaeka,"baraahathaana chaaeka is a well-known location, located at 89X6+QF, taaraa gaawaisa 33200, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
3961,Sitaladevi Temple,"Sitaladevi Temple is a well-known location, located at RGPX+8J7, taanasaena 32500, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
3968,Sivalaya Temple,"Sivalaya Temple is a well-known location, located at 3VMH+XXX, payauuthaana 22300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
1753,Jama Masjid jaleshwar,"Jama Masjid jaleshwar is a well-known location, located at JQXW+CPV, jalaeshawara 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",180
3701,Shahid Lakhan Thapa Park,"Shahid Lakhan Thapa Park is a well-known location, located at 2FWP+6RQ, ghaoraahaii 22400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",180
4616,baasaudhaaraa maalaiikaa à¥¤,"baasaudhaaraa maalaiikaa à¥¤ is a well-known location, located at 83V8+PR2, 10800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",180
810,Chaukhutte church,"Chaukhutte church is a well-known location, located at Chaukhutte, saanaagaauà¤ 10800, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",179
5115,ghaodaaghaodaii,"ghaodaaghaodaii is a well-known location, located at ghaodaaghaodaii 10900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",179
5273,jauraiithaumakaii manadaira,"jauraiithaumakaii manadaira is a well-known location, located at WPW7+825, 57300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",179
